Date,Plat,category,isPresent
2014-11-18,Concombres,legume,True
2014-11-24,Carottes râpées bio,legume,True
2014-12-01,Haricots verts SMR,legume,True
2014-12-02,Petits poisson panés,legume,True
2014-12-16,haricots verts,legume,True
2014-12-18,terrine d'avocat et crabe,legume,True
2014-12-23,poelée Victoria,legume,True
2015-01-09,Epinards,legume,True
2015-01-14,purée d'artichaut D'Aucy,legume,True
2015-01-26,Potage potiron,legume,True
2015-01-28,saucisse de volaille bio,legume,True
2015-02-03,"aux dés de chèvre (Tomate, concombres, dés de chèvre)",legume,True
2015-02-10,Palets volaille Nature et terroir,legume,True
2015-02-17,Potage légumes + croûtons,legume,True
2015-03-02,salade coleslaw,legume,True
2015-03-09,Poêlée ratatouille Bonduelle,legume,True
2015-03-11,Haricots beurre,legume,True
2015-03-13,Gratinée de légumes,legume,True
2015-03-17,Choux blanc mimolette,legume,True
2015-04-24,Epinards,legume,True
2015-04-27,Choux fleurs au gratin,legume,True
2015-05-06,Radis / beurre,legume,True
2015-05-22,Epinards,legume,True
2015-06-05,Salade,legume,True
2015-06-11,Haricots verts coupés 5/1D'Aucy,legume,True
2015-06-17,Nems au curry,legume,True
2015-06-18,Batonnets de carottes,legume,True
2015-06-25,Brocolis,legume,True
2015-06-29,betteraves 5/1 (stock),legume,True
2015-07-03,Salade composée au saumon,legume,True
2015-07-10,Salade verte au thon,legume,True
2015-07-20,Salade verte,legume,True
2015-07-21,Salade de tomates,legume,True
2015-08-05,Choux rouges vgte,legume,True
2015-08-10,Brocolis,legume,True
2015-09-01,Radis/beurre,legume,True
2015-09-01,pomme de terre Smile,legume,True
2015-09-03,haricots verts,legume,True
2015-09-09,carottes au cumin,legume,True
2015-09-15,Choux rouges au gruyère,legume,True
2015-10-09,Putée 3 légumes,legume,True
2015-10-09,légumes pot au feu,legume,True
2015-10-22,Haricots verts,legume,True
2015-10-27,Carottes,legume,True
2015-10-30,poelée de légumes,legume,True
2015-11-05,Potage potiron / croûton,legume,True
2015-11-13,jardinière de légumes,legume,True
2015-11-24,Radis/beurre,legume,True
2015-11-26,Gratin de choux fleurs,legume,True
2015-12-02,Haricots beurre,legume,True
2015-12-09,céleri rémoulade bio,legume,True
2015-12-17,Potatoes Wedg Skin,legume,True
2015-12-22,Potage tomate/vermicelle,legume,True
2015-12-23,Salade verte / demi-oeuf,legume,True
2015-12-24,Salade de Noël,legume,True
2016-01-04,Salade de mâche,legume,True
2016-01-19,"Salade de lentilles bio (Lentilles bio,maïs, surimi)",legume,True
2016-01-28,Carottes râpées bio,legume,True
2016-01-28,Choux fleurs au gratin ( agro),legume,True
2016-03-11,Flan de poireaux / carottes bio,legume,True
2016-03-14,Pizza,legume,True
2016-03-18,sauce tomate,legume,True
2016-03-23,Macédoine mayonnaise,legume,True
2016-04-13,Concombres,legume,True
2016-05-03,Macédoine mayonnaise,legume,True
2016-05-24,Poêlée rustique,legume,True
2016-05-25,Salade de fruits frais,legume,True
2016-05-26,Tomates /surimi,legume,True
2016-05-27,Betteraves,legume,True
2016-06-03,Epinards,legume,True
2016-06-23,Lasagnes,legume,True
2016-07-20,Carottes bio,legume,True
2016-07-21,Petits pois,legume,True
2016-08-01,Salade/demi-oeuf,legume,True
2016-08-02,Betteraves au chèvre,legume,True
2016-08-03,Salade de tomates,legume,True
2016-08-05,Salade sombrero,legume,True
2016-08-09,Radis/beurre,legume,True
2016-08-16,Cocktail de fruits au sirop,legume,True
2016-08-19,Galette tomate/basilic,legume,True
2016-08-29,Raviolis de légumes ???,legume,True
2016-08-30,Crêpe tomate/mozzarella,legume,True
2016-09-05,Petits pois,legume,True
2016-10-03,Salade verte,legume,True
2016-10-06,Galettes de légumes,legume,True
2016-10-26,Concombres,legume,True
2016-11-18,Salade de pâtes Napoli,legume,True
2016-11-25,Carottes râpées bio,legume,True
2016-12-02,"Salade carnaval (mais, tomates, concombres)",legume,True
2016-12-21,Mâche au chèvre,legume,True
2016-12-30,Epinards à la crème,legume,True
2017-01-06,Epinards à la crème,legume,True
2017-01-11,Petits pois,legume,True
2017-01-19,Gratin de choux fleurs,legume,True
2017-01-25,Salade de mâche au thon,legume,True
2017-02-01,Salade de pommes de terre,legume,True
2017-02-06,Salade de maïs et betteraves,legume,True
2017-02-10,Ratatouille,legume,True
2017-02-17,Salade douceur / demi-oeuf,legume,True
2017-03-16,Salsifis,legume,True
2017-03-20,"Salade de blé bio ( blé bio, mais, tomates )",legume,True
2017-03-20,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2017-03-28,Salade verte au surimi,legume,True
2017-04-07,Courgettes à la tomate,legume,True
2017-04-13,carottes râpées,legume,True
2017-04-27,Choux blanc rape et des de chevre,legume,True
2017-05-10,Cocktail de fruits au sirop,legume,True
2017-05-24,Céleri rémoulade bio,legume,True
2017-05-31,Petits pois,legume,True
2017-06-06,Paupiette de volaille à la moutarde,legume,True
2017-06-12,Salade verte aux dés de gruyère,legume,True
2017-06-13,Radis,legume,True
2017-06-21,Carottes rapées,legume,True
2017-06-22,Salade douceur aux pignons de pin et féta,legume,True
2017-07-05,Haricots verts/haricots beurre,legume,True
2017-07-12,Concombres,legume,True
2017-08-17,Salade de tomates,legume,True
2017-08-30,Choux blancs bio° à la mimolette,legume,True
2017-09-08,Gratin de choux fleurs,legume,True
2017-09-28,"Gratinée de légumes (pdt, carottes, brocolis)",legume,True
2017-10-17,Raviolis de légumes,legume,True
2017-11-08,"Salade de lentilles bio (lentilles bio, tomates, concombres)",legume,True
2017-11-24,Haricots verts,legume,True
2017-11-28,Potage de légumes,legume,True
2017-12-01,Salade verte,legume,True
2017-12-07,Carottes râpées bio,legume,True
2017-12-08,Epinards à la crème,legume,True
2017-12-14,Endives au thon,legume,True
2017-12-28,Salade douceur + queues de crevettes + mayonnaise,legume,True
2018-01-11,"Gratinée de légumes (pdt, carottes, brocolis)",legume,True
2018-01-16,Salade verte,legume,True
2018-01-17,Salade de pâtes Napoli,legume,True
2018-02-14,Viande de volaille Kebab,legume,True
2018-02-27,Salade verte aux noix,legume,True
2018-03-01,Salade de pâtes Napoli,legume,True
2018-03-05,Taboulé,legume,True
2018-03-14,Céleri rémoulade bio,legume,True
2018-03-16,Choux rouges bio° à la mimolette,legume,True
2018-03-28,Haricots verts/haricots beurre,legume,True
2018-04-13,Galette de soja  tomate / basilic et sauce tomate,legume,True
2018-04-17,Galettes de légumes,legume,True
2018-04-24,Carottes râpées bio,legume,True
2018-04-27,Chili de légumes au tofu bio riz,legume,True
2018-05-04,Courgettes à la béchamel,legume,True
2018-05-09,Filet de poisson aux petits légumes,legume,True
2018-05-09,Gratin de choux fleurs,legume,True
2018-05-14,Betteraves,legume,True
2018-05-17,Salade de perles,legume,True
2018-05-28,Betteraves aux dés de gruyère,legume,True
2018-06-01,Epinards à la crème,legume,True
2018-06-12,Jardinière de légumes,legume,True
2018-06-19,Radis bio,legume,True
2018-06-21,Purée de légumes verts,legume,True
2018-06-29,Betteraves,legume,True
2018-07-05,Salade grecque (concombre+feta),legume,True
2018-07-06,"Salade composée au mini farballes et thon (pâtes, thon maïs)",legume,True
2018-07-11,Salade verte au thon,legume,True
2018-07-18,Gaspacho / croûtons,legume,True
2018-07-26,Petits-pois,legume,True
2018-07-27,Radis bio,legume,True
2018-08-14,Tomates cerise,legume,True
2018-08-16,Carottes râpées,legume,True
2018-08-17,"Salade de riz (riz, maïs, carottes, poivrons)",legume,True
2018-08-20,Pizza,legume,True
2018-08-21,Concombres,legume,True
2018-09-07,Riz et sauce tomate,legume,True
2018-09-10,Viande de volaille Kebab,legume,True
2018-09-25,Concombres,legume,True
2018-09-28,Salade de pâtes Napoli,legume,True
2018-10-05,Purée de légumes verts,legume,True
2018-11-21,Purée de légumes verts,legume,True
2018-11-29,Celeri remoulade,legume,True
2018-12-10,Boulettes de boeuf sauce tomate,legume,True
2018-12-13,Petits-pois,legume,True
2018-12-26,Dés de betteraves,legume,True
2018-12-31,Paté de volaille,legume,True
2019-01-08,Choux rouges bio°,legume,True
2019-01-15,Salade coleslaw,legume,True
2019-01-18,Purée de légumes verts,legume,True
2019-01-28,Celeri remoulade,legume,True
2019-01-31,"Salade de riz (riz, maïs, carottes, poivrons)",legume,True
2019-02-07,"Nems aux légumes, avec sauce et salade verte",legume,True
2019-02-20,Endives aux dés de chèvre,legume,True
2019-02-25,Salade verte,legume,True
2019-03-04,Celeri remoulade,legume,True
2019-03-06,Dés de betteraves,legume,True
2019-03-06,Lasagnes végétales,legume,True
2019-03-07,Salade de pâtes Napoli,legume,True
2019-03-11,Tarte végétale aux lentilles,legume,True
2019-03-15,"Salade de riz (riz, maïs, carottes, poivrons)",legume,True
2019-03-21,Riz et sauce tomate,legume,True
2019-03-22,Dés de betteraves,legume,True
2019-03-28,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",legume,True
2019-04-05,Salade douceur / demi-oeuf,legume,True
2019-04-09,Choux blancs bio à la mimolette,legume,True
2019-04-18,Radis bio,legume,True
2019-04-24,Haricots verts,legume,True
2019-05-10,Salade verte / demi-oeuf bio,legume,True
2019-05-10,Galette de soja  tomate / basilic et sauce tomate,legume,True
2019-05-16,Radis bio,legume,True
2019-05-16,Carottes,legume,True
2019-06-03,Salade coleslaw,legume,True
2019-06-03,Lasagnes* napolitaines,legume,True
2019-06-06,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2019-06-19,Gaspacho,legume,True
2019-06-21,Marmite du Perray,legume,True
2019-06-24,Sauce bolognaise végétale,legume,True
2019-06-28,Brocolis,legume,True
2019-07-03,Salade de pâtes Napoli,legume,True
2019-07-08,Salade verte,legume,True
2019-07-11,Petits panés de volaille*,legume,True
2019-07-16,Courgettes à la tomate,legume,True
2019-07-17,Radis bio,legume,True
2019-07-26,Betteraves,legume,True
2019-07-29,Sauce bolognaise végétale,legume,True
2019-08-12,Pizza,legume,True
2019-08-21,Concombres sauce crème,legume,True
2019-08-22,Salade de tomates,legume,True
2019-09-03,Lentilles bio,legume,True
2019-09-06,Choux rouges bio°,legume,True
2019-10-04,Betteraves,legume,True
2019-10-28,"Ratatouille ""maison""",legume,True
2019-11-21,Choux rouge bio au thon,legume,True
2019-11-28,Haricots verts/haricots beurre,legume,True
2019-12-03,Salade de perles,legume,True
2019-12-16,Falafels bio aux pois chiches et patate douce sauce tomate,legume,True
2019-12-20,Marmite du Perray,legume,True
2019-12-24,Choux blancs bio à la mimolette,legume,True
2020-01-10,Choux rouges bio°,legume,True
2011-01-03,Salade verte,legume,True
2011-01-06,des de volaille,legume,True
2011-01-07,Choux blancs mimolette,legume,True
2011-01-11,haricots verts,legume,True
2011-01-17,Mâche au surimi,legume,True
2011-01-21,Concombres vgte,legume,True
2011-01-27,salade de pâtes aux tomates confites,legume,True
2011-01-31,betteraves cubes,legume,True
2011-02-11,salade de pomme de terre,legume,True
2011-02-16,Salade,legume,True
2011-02-17,Haricots beurre et plats,legume,True
2011-02-18,Salade de lentilles,legume,True
2011-02-18,"Lentilles, tomates, maïs",legume,True
2011-03-17,"maïs, tomate1/8",legume,True
2011-03-21,Mâche aux noix,legume,True
2011-03-31,Concombres,legume,True
2011-04-01,carottes râpées,legume,True
2011-04-06,Carottes,legume,True
2011-04-14,Mâche demi-œuf,legume,True
2011-04-21,salade de tomatesmaison,legume,True
2011-05-02,Salade aux noix,legume,True
2011-05-12,"salade de blé bio (blé, tomate, maïs)",legume,True
2011-05-17,Choux blancs mimolette,legume,True
2011-05-19,Pizza,legume,True
2011-06-06,Wok de légumes croquant,legume,True
2011-06-09,Petits pois cuisinés,legume,True
2011-06-10,carottes râpées,legume,True
2011-06-15,haricots verts,legume,True
2011-06-28,Betteraves stock,legume,True
2011-07-06,Taboulé,legume,True
2011-07-06,Carottes au jus,legume,True
2011-07-21,Salade verte au thon,legume,True
2011-08-09,"Salade au quinoa (Quinoa, tomates, concombres )",legume,True
2011-08-24,Carottes râpées,legume,True
2011-09-01,Salade de pâtes au thon (saladette),legume,True
2011-09-06,radis / beurre,legume,True
2011-09-27,petits pois,legume,True
2011-10-03,haché de volaille +Ketchup,legume,True
2011-10-12,"Lentilles bio ""maison""",legume,True
2011-10-14,palets de légumes,legume,True
2011-11-03,Lasagnes,legume,True
2011-11-04,"Salade de riz maison (riz, mais, tomate)",legume,True
2011-11-09,rôti de bœuf+sauce tomate,legume,True
2011-11-25,Carottes râpées bio,legume,True
2011-12-02,Mâche,legume,True
2011-12-07,Concombres crème,legume,True
2011-12-23,sauce tomate,legume,True
2011-12-28,Choux blanc mimolette,legume,True
2012-01-02,Epinards,legume,True
2012-01-05,mache,legume,True
2012-01-13,Courgettes à la tomate,legume,True
2012-01-16,Mâche au surimi,legume,True
2012-01-18,Betteraves au chèvre,legume,True
2012-01-23,salade de fruits exotique,legume,True
2012-01-25,merguez de volaille,legume,True
2012-02-02,Choux blanc bio à la mimolette,legume,True
2012-02-02,Haricots beurre,legume,True
2012-02-24,ratatouille maison,legume,True
2012-03-06,Salade de pâtes,legume,True
2012-03-08,merguez volaille,legume,True
2012-04-06,Brocolis,legume,True
2012-04-16,Betteraves,legume,True
2012-04-24,Haché de volaille,legume,True
2012-04-27,"persil, des de tomate",legume,True
2012-05-02,Choux rouges/6h,legume,True
2012-05-11,Purée de carotte agro,legume,True
2012-05-15,salade,legume,True
2012-05-16,carottes râpées,legume,True
2012-05-21,Lasagnes,legume,True
2012-05-25,betteraves en des,legume,True
2012-05-31,salade à la mimolette,legume,True
2012-06-18,salade verte,legume,True
2012-06-22,taboulé,legume,True
2012-06-28,Lentilles bio,legume,True
2012-07-24,saucisse de volaille,legume,True
2012-08-02,radis / beurre,legume,True
2012-08-20,Carottes,legume,True
2012-08-28,"Salade de lentilles (Lentilles, tomates, maïs)",legume,True
2012-08-29,Pâtes à la bolognaise,legume,True
2012-09-12,Carottes râpées bio,legume,True
2012-09-14,"Salade de riz (Riz, tomate, concombres)",legume,True
2012-09-19,Choux blancs bio à la mimolette,legume,True
2012-09-24,Carottes au cumin,legume,True
2012-09-26,"Salade de blé bio (Blé, betteraves, œuf)",legume,True
2012-10-01,Salade / surimi,legume,True
2012-10-05,Radis/beurre,legume,True
2012-10-17,Rizotto à la tomate,legume,True
2012-11-09,carottes,legume,True
2012-11-16,Choux rave bio râpé,legume,True
2012-12-05,salade / surimi,legume,True
2012-12-12,Choux blancs mimolette,legume,True
2012-12-14,salade de mâche,legume,True
2012-12-18,Bâtonnière de légumes,legume,True
2012-12-24,salade périgourdine,legume,True
2012-12-27,Petits pois,legume,True
2012-12-28,Crumble de légumes,legume,True
2012-12-31,Salade au surimi,legume,True
2013-01-04,Courgettes au gratin (produit Knoor),legume,True
2013-01-09,chili con carné,legume,True
2013-09-03,Salade verte / demi-œuf,legume,True
2013-09-06,Galettes broco/carottes,legume,True
2013-09-12,"Blé , tomate,concombre",legume,True
2013-09-19,Concombres,legume,True
2013-09-23,Lasagnes,legume,True
2013-09-27,Radis/beurre,legume,True
2013-10-08,Concombres,legume,True
2013-10-14,Légumes poêlés et potatoes D'Aucy,legume,True
2013-10-15,Radis/beurre,legume,True
2013-10-21,Mâche / demi-œuf,legume,True
2013-10-31,Endives aux pommes,legume,True
2013-11-07,Concombres,legume,True
2013-11-12,Choux coleslaw,legume,True
2013-11-18,Gratinée de légumes,legume,True
2013-11-21,Choux rouges bio,legume,True
2013-11-25,Mâche au surimi,legume,True
2013-11-29,Cocktail de fruits,legume,True
2013-12-18,Salade verte/demi-œuf,legume,True
2013-12-20,Poelee de légumes cumin (agro),legume,True
2013-12-26,mache tom cerises,legume,True
2014-01-06,Betteraves au gruyère,legume,True
2014-01-06,Salade verte,legume,True
2014-01-17,Poêlée de légumes,legume,True
2014-01-20,Salade au surimi,legume,True
2014-01-23,Lentilles/maïs/tomates,legume,True
2014-01-27,merguez de volaille,legume,True
2014-01-28,Purée de carottes agro,legume,True
2014-01-29,Endives aux pommes,legume,True
2014-02-05,Potage légumes,legume,True
2014-02-14,Gratin de courgettes,legume,True
2014-02-18,salade verte,legume,True
2014-02-19,Salsifis,legume,True
2014-03-14,Salade verte,legume,True
2014-03-18,citron/salade,legume,True
2014-04-01,Concombres,legume,True
2014-04-04,Betteraves râpée bio,legume,True
2014-04-29,Courgettes,legume,True
2014-05-12,Salade,legume,True
2014-05-23,Carottes râpées,legume,True
2014-05-27,Salade de riz agro Collet,legume,True
2014-06-20,Haricots verts bio Naturdis,legume,True
2014-06-23,Salade au thon,legume,True
2014-06-24,Epinards à la crème agro,legume,True
2014-06-25,Salade verte,legume,True
2014-07-11,Concombres vgte,legume,True
2014-07-17,Macédoine Besson,legume,True
2014-07-31,Lasagnes,legume,True
2014-07-31,Salade verte,legume,True
2014-08-19,Cocktail de fruits au sirop,legume,True
2014-09-09,Pizza,legume,True
2014-09-09,Paupiette de volaille aux raisins ( fraîche),legume,True
2014-09-18,pâté de volaille indiv,legume,True
2014-09-23,Pâtes aux tomates confites,legume,True
2014-10-02,Concombres,legume,True
2014-10-03,Tomates,legume,True
2014-10-06,Salade au surimi,legume,True
2014-10-07,Choux rouges bio,legume,True
2014-10-27,petits pois,legume,True
2014-10-30,Choux blancs,legume,True
2014-11-05,Carottes râpées bio,legume,True
2014-11-06,Betteraves râpée bio,legume,True
2014-12-02,"Salade carnaval (maïs, tomate, concombres)",legume,True
2014-12-18,potatoes wedg skin,legume,True
2015-01-09,Concombres à la vinaigrette,legume,True
2015-01-14,Concombres,legume,True
2015-01-22,Endive au surimi,legume,True
2015-01-29,Gratinée de légumes,legume,True
2015-02-23,Salade verte/surmi,legume,True
2015-02-27,Betteraves vgte,legume,True
2015-03-04,1/2 avocat vgte,legume,True
2015-03-20,Salade/demi-œuf,legume,True
2015-03-23,Petits pois,legume,True
2015-03-25,Poêlée légumes et potatoes,legume,True
2015-04-15,Crêpe tomate / Mozzarella (Le monde des Crêpes),legume,True
2015-05-04,Lasagnes,legume,True
2015-05-04,Salade verte,legume,True
2015-05-07,Carottes conventionnelles râpées,legume,True
2015-05-07,Courgettes à la tomate,legume,True
2015-05-19,Ratatouille Bonduelle,legume,True
2015-05-27,Choux rouges,legume,True
2015-05-29,Salade douceur / demi-oeuf,legume,True
2015-06-16,"Salade de blé bio (Blé bio, tomates, maïs)",legume,True
2015-06-24,Concombres,legume,True
2015-06-25,Carottes,legume,True
2015-07-06,Lasagnes,legume,True
2015-07-06,Salade,legume,True
2015-07-28,Salade verte,legume,True
2015-08-07,Radis/beurre,legume,True
2015-08-17,Haricots beurre,legume,True
2015-08-26,Concombres vgte,legume,True
2015-09-04,Gratin de p de terre,legume,True
2015-09-11,Epinards à la creme,legume,True
2015-09-17,Courgette à la tomate,legume,True
2015-09-30,Purée de patate douce,legume,True
2015-10-02,Cocktail de fruits des iles,legume,True
2015-10-13,Salade aux noix,legume,True
2015-10-13,Yaourt fermier bio / rhubarbe,legume,True
2015-10-14,Céléri rémoulade bio,legume,True
2015-10-16,flan de poireaux maison,legume,True
2015-10-16,salade verte,legume,True
2015-10-30,potage,legume,True
2015-11-04,Salade au gruyère,legume,True
2015-11-12,Choux blancs/mimolette,legume,True
2015-11-18,Carottes râpées bio,legume,True
2015-11-20,Betteraves / dés de chèvre,legume,True
2015-11-23,Lasagnes,legume,True
2015-11-30,Palets brocolis/carottes,legume,True
2015-12-04,Potage légumes/croûtons,legume,True
2015-12-04,Courgettes à la tomate,legume,True
2015-12-11,Choux blanc / mimolette,legume,True
2015-12-14,Épinards à la crème,legume,True
2015-12-15,Purée de légumes verts,legume,True
2015-12-16,Mâche aux noix,legume,True
2015-12-17,Salade perles et saumon,legume,True
2015-12-18,Concombres,legume,True
2016-01-06,Choux blanc mimolette,legume,True
2016-01-06,Cocktail de fruits au sirop,legume,True
2016-01-11,Poêlée de légumes Collet,legume,True
2016-01-12,Pizza,legume,True
2016-01-19,Purée de légumes verts,legume,True
2016-02-02,Poisson aux petits légumes,legume,True
2016-02-11,Salsifis,legume,True
2016-02-12,Carottes râpées bio,legume,True
2016-02-15,Haricots verts,legume,True
2016-02-22,Lasagnes,legume,True
2016-04-04,Radis / beurre,legume,True
2016-04-06,"mais, tomates concombre",legume,True
2016-04-08,Carottes râpées bio,legume,True
2016-04-12,Carottes au cumin,legume,True
2016-04-15,Poêlée méditerranéenne,legume,True
2016-04-15,Poéléé tipiak,legume,True
2016-04-19,Gaspacho,legume,True
2016-04-27,Cocktail de fruits,legume,True
2016-05-04,Salsifis,legume,True
2016-05-11,Betteraves/gruyère,legume,True
2016-05-20,sauce tomate,legume,True
2016-05-30,Salade verte,legume,True
2016-06-02,Petits pois maraîchers,legume,True
2016-06-17,Carottes râpées bio,legume,True
2016-06-27,Radis / beurre,legume,True
2016-06-29,Concombres,legume,True
2016-06-30,Courgettes à la tomate,legume,True
2016-07-19,Salade de PdT/tomate/oeuf,legume,True
2016-07-22,Sauce tomate,legume,True
2016-08-19,Salade verte  au surimi,legume,True
2016-08-24,Gaspacho,legume,True
2016-09-09,Salade de pâtes Napoli,legume,True
2016-09-09,Purée de légumes verts,legume,True
2016-09-13,Lentilles bio,legume,True
2016-10-13,Salade carnaval au soja,legume,True
2016-10-19,Carottes râpées bio,legume,True
2016-10-27,Filet de maquereau à la tomate,legume,True
2016-11-03,Salade verte aux dés de chèvre,legume,True
2016-11-21,Potage de légumes,legume,True
2016-11-24,Choux rouges au surimi,legume,True
2016-12-19,Salade coleslaw,legume,True
2016-12-21,Lentilles bio,legume,True
2016-12-22,Salade océane,legume,True
2017-01-11,Endives aux dés de chèvre,legume,True
2017-02-01,Jus de volaille menu,legume,True
2017-02-03,Epinards à la crème,legume,True
2017-02-14,Taboulé,legume,True
2017-02-14,Epinards à la crème,legume,True
2017-03-17,Purée de légumes verts,legume,True
2017-03-31,Betteraves,legume,True
2017-04-18,Ratatouille,legume,True
2017-04-19,Tomates cerise,legume,True
2017-04-24,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2017-05-11,Salade verte aux dés de chèvre,legume,True
2017-05-29,Flan de courgettes bio°,legume,True
2017-06-01,Concombres,legume,True
2017-06-19,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2017-06-23,Crêpe tomate / mozzarella bio,legume,True
2017-06-30,Poêlée de légumes,legume,True
2017-07-04,Galettes de légumes,legume,True
2017-07-21,Epinards à la crème,legume,True
2017-07-24,Poêlée de légumes,legume,True
2017-07-28,Courgettes bio à la tomate,legume,True
2017-08-11,Salade verte / demi-oeuf bio,legume,True
2017-08-23,Salade de pâtes Napoli,legume,True
2017-09-13,Bâtonnets de carottes bio° sauce crème,legume,True
2017-09-19,Salade de pâtes Napoli,legume,True
2017-09-29,Epinards à la crème,legume,True
2017-10-04,"Salade de lentilles bio (lentilles bio, tomates, concombres)",legume,True
2017-10-06,Courgettes à la tomate,legume,True
2017-10-13,Betteraves bio cubes (repartis),legume,True
2017-10-17,"Salade de blé bio ( blé bio, mais, tomates )",legume,True
2017-10-20,Choux rouges bio° à la mimolette,legume,True
2017-10-20,sauce tomate,legume,True
2017-10-25,Betteraves,legume,True
2017-11-09,Choux rouges bio au gruyère,legume,True
2017-11-10,Rillettes de thon avec citrons et salade,legume,True
2017-11-27,Betteraves aux dés de gruyère,legume,True
2017-12-11,Potage au potiron,legume,True
2017-12-22,Salade de perles,legume,True
2017-12-29,Dhal de lentilles bio°,legume,True
2018-01-02,Haricots verts/haricots beurre,legume,True
2018-01-03,Petits pois,legume,True
2018-01-09,"Purée de courge ""maison""",legume,True
2018-01-10,Endives à la mimolette,legume,True
2018-01-15,Petits pois,legume,True
2018-01-25,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2018-01-30,Purée de carottes et potiron,legume,True
2018-02-05,Haricots verts/haricots beurre,legume,True
2018-02-08,Lentilles bio,legume,True
2018-02-15,Choux blancs bio° à la mimolette,legume,True
2018-02-20,Salade verte aux dés de chèvre,legume,True
2018-02-23,Galette de soja tomate/basilic et sauce tomate,legume,True
2018-03-02,Macédoine à la mayonnaise,legume,True
2018-03-12,Betteraves,legume,True
2018-03-20,Carottes râpées bio,legume,True
2018-03-26,Petits pois,legume,True
2018-04-12,Concombres sauce crème,legume,True
2018-04-18,Salade de fruits au sirop,legume,True
2018-04-30,Carottes au cumin,legume,True
2018-05-14,Lasagnes* napolitaines,legume,True
2018-05-16,Céleri rémoulade bio,legume,True
2018-05-31,Purée de légumes verts,legume,True
2018-06-04,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2018-06-06,Salade de pâtes Napoli,legume,True
2018-06-18,"Salade carnaval (tomates, maïs, concombres)",legume,True
2018-06-27,Gaspacho,legume,True
2018-07-02,Raviolis de légumes,legume,True
2018-07-05,Haricots verts/haricots beurre,legume,True
2018-07-10,Petits panés de volaille*,legume,True
2018-07-13,"Salade de riz (riz, maïs, carottes, poivrons)",legume,True
2018-07-23,Salade verte,legume,True
2018-07-31,Gratin de choux fleurs,legume,True
2018-08-03,Salade verte / demi-oeuf,legume,True
2018-08-03,Galette de soja  tomate / basilic et sa sauce tomate,legume,True
2018-08-06,Viande de volaille Kebab,legume,True
2018-08-06,Ratatouille,legume,True
2018-08-08,Gratin de choux fleurs,legume,True
2018-08-28,Carottes râpées bio°,legume,True
2018-09-18,Petits panés de volaille*,legume,True
2018-09-20,Radis bio,legume,True
2018-09-21,Purée de légumes verts,legume,True
2018-09-25,Salade verte,legume,True
2018-09-28,Ratatouille,legume,True
2018-10-01,Salade coleslaw,legume,True
2018-10-01,Boulettes de boeuf sauce tomate,legume,True
2018-10-11,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2018-10-18,Boeuf* sauce aux champignons,legume,True
2018-10-19,Salade verte,legume,True
2018-10-23,Salade coleslaw,legume,True
2018-11-05,Salade coleslaw,legume,True
2018-11-09,Carottes râpées bio°,legume,True
2018-11-20,Salade de mâche au surimi,legume,True
2018-11-21,Burger vegetal aux lentilles corail,legume,True
2018-11-22,Haricots verts,legume,True
2018-11-23,Choux blancs bio° à la mimolette,legume,True
2018-11-26,Potage au potiron,legume,True
2018-11-26,Lasagnes végétales,legume,True
2018-12-03,Pizza,legume,True
2018-12-07,Salade de pâtes Napoli,legume,True
2018-12-07,Ratatouille,legume,True
2018-12-10,Salade coleslaw,legume,True
2018-12-17,Lasagnes* napolitaines,legume,True
2018-12-26,Purée de légumes verts,legume,True
2018-12-27,Terrine de poisson avec mache et mayonnaise,legume,True
2018-12-27,Haricots verts,legume,True
2019-01-21,Salade verte,legume,True
2019-01-24,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2019-01-29,salade douceur au thon,legume,True
2019-02-15,Salade de pâtes Napoli,legume,True
2019-02-15,Ratatouille,legume,True
2019-03-01,Endives / demi oeuf bio°,legume,True
2019-03-12,Purée de légumes verts,legume,True
2019-03-18,Pizza,legume,True
2019-03-21,Sauce bolognaise végétale,legume,True
2019-03-22,Ratatouille,legume,True
2019-04-12,Riz et sauce tomate,legume,True
2019-04-16,Choux rouges bio°,legume,True
2019-05-02,Haricots verts/haricots beurre,legume,True
2019-05-03,Radis bio,legume,True
2019-05-13,Petits pois,legume,True
2019-05-22,Radis,legume,True
2019-05-22,Sauce bolognaise végétale,legume,True
2019-05-28,Concombres,legume,True
2019-06-04,Salade verte,legume,True
2019-06-11,Galette de soja  tomate / basilic et sauce tomate,legume,True
2019-06-17,Batonnets de concombres sauce crème,legume,True
2019-07-12,Epinards à la crème,legume,True
2019-07-16,"Salade de lentilles bio (lentilles bio, concombres, tomates)",legume,True
2019-07-19,Salade verte aux graines de tournesol,legume,True
2019-08-07,Carottes râpées bio,legume,True
2019-08-26,Sauce bolognaise végétale,legume,True
