Date,Plat,category,isPresent
2016-08-04,tarte grillée aux pommes,fruit,True
2016-08-08,Pastèque,fruit,True
2016-08-11,Fruit de saison,fruit,True
2016-10-04,Raisin,fruit,True
2016-11-09,Sauce tomate  menu (pour poisson),fruit,True
2016-11-09,Poire,fruit,True
2016-11-14,Sauté de porc bio aux pruneaux,fruit,True
2016-12-02,Tarte aux pommes,fruit,True
2016-12-07,Purée de potimarron bio°,fruit,True
2016-12-16,Tortilla aux pommes de terre,fruit,True
2016-12-22,Pommes Duchesse,fruit,True
2017-01-04,Pamplemousse,fruit,True
2017-02-01,Kiwi bio°,fruit,True
2017-02-10,Poisson beurre citronné,fruit,True
2017-02-15,Tarte au citron,fruit,True
2017-02-20,Demi-pamplemousse,fruit,True
2017-02-20,Courgettes à la tomate,fruit,True
2017-03-06,Clémentines,fruit,True
2017-03-28,Pommes vapeur bio,fruit,True
2017-03-29,Orange,fruit,True
2017-05-03,Kiwi bio°,fruit,True
2017-05-09,Yaourt fermier bio°° / Abricots secs,fruit,True
2017-05-19,"Salade de riz estivale (riz, tomates, concombres)",fruit,True
2017-06-02,Galette de soja tomate/basilic et sauce tomate,fruit,True
2017-06-06,Cocktail de fruits au sirop,fruit,True
2017-06-09,Salade de tomates,fruit,True
2017-06-23,Courgettes bio à la tomate,fruit,True
2017-06-29,Salade (p d t bio+tomates+mais),fruit,True
2017-06-29,Fruit de saison,fruit,True
2017-07-06,Fromage blanc et fraises,fruit,True
2017-07-12,Cerises,fruit,True
2017-07-18,Tarte normande aux pommes,fruit,True
2017-07-24,Cocktail de fruits au sirop,fruit,True
2017-07-31,Pommes noisettes,fruit,True
2017-08-08,Nectarine,fruit,True
2017-08-24,Yaourt aux fruits mixés,fruit,True
2017-08-25,Courgettes bio à la tomate,fruit,True
2017-08-28,Melon,fruit,True
2017-09-04,Compote pomme et framboise,fruit,True
2017-09-07,Prunes Reine-Claude,fruit,True
2017-10-16,Pomme bio°,fruit,True
2017-10-31,Orange,fruit,True
2017-11-02,Sauté de porc bio aux pruneaux,fruit,True
2017-11-02,Tarte au citron,fruit,True
2017-12-13,Clémentines,fruit,True
2017-12-15,Crêpe tomate / mozzarella bio,fruit,True
2017-12-26,Orange,fruit,True
2018-01-05,Pomme bio°,fruit,True
2018-01-11,Salade verte aux noix,fruit,True
2018-03-07,Marmelade de pommes,fruit,True
2018-03-09,Galette de soja  tomate / basilic et sauce tomate,fruit,True
2018-03-13,Compote de pommes / biscuit,fruit,True
2018-03-16,Orange,fruit,True
2018-04-04,Pommes noisettes,fruit,True
2018-05-15,Cocktail de fruits au sirop,fruit,True
2018-05-24,Courgettes à la tomate,fruit,True
2018-06-05,Pastèque,fruit,True
2018-06-07,Pommes noisettes,fruit,True
2018-06-13,Céréales gourmande bio aux amandes,fruit,True
2018-07-16,Abricots,fruit,True
2018-07-30,Fromage blanc / Abricots secs,fruit,True
2018-08-20,Abricots,fruit,True
2018-08-29,Prunes Reine-Claude,fruit,True
2018-08-31,Tarte au citron,fruit,True
2018-09-10,Pastèque,fruit,True
2018-09-24,Raisin,fruit,True
2018-09-26,Poire,fruit,True
2018-10-08,Rillettes de thon et citron,fruit,True
2018-11-21,Poire,fruit,True
2018-12-13,Clémentines,fruit,True
2018-12-19,Demi-pamplemousse,fruit,True
2019-01-08,Poire,fruit,True
2019-01-25,Galette de soja  tomate / basilic et sa sauce tomate,fruit,True
2019-02-14,Orange,fruit,True
2019-03-01,Galette de soja  tomate / basilic et sa sauce tomate,fruit,True
2019-03-18,Orange,fruit,True
2019-03-25,Pamplemousse,fruit,True
2019-03-25,Compote,fruit,True
2019-05-07,Kiwi bio°,fruit,True
2019-05-16,Boulettes de boeuf sauce tomate,fruit,True
2019-06-07,Tarte au citron,fruit,True
2019-06-14,Courgettes à la tomate,fruit,True
2019-06-14,Banane,fruit,True
2019-07-03,Fruit de saison,fruit,True
2019-07-22,Pastèque,fruit,True
2019-07-25,Salade de tomates,fruit,True
2019-07-31,Cocktail de fruits au sirop,fruit,True
2019-08-12,Fruit de saison,fruit,True
2019-09-03,Raisin,fruit,True
2019-09-17,sauce tomate,fruit,True
2019-09-20,Tarte au citron,fruit,True
2019-10-23,Sauté de veau au citron,fruit,True
2019-10-29,Salade (p d t bio+tomates+poivrons)@,fruit,True
2019-10-29,Poire,fruit,True
2019-11-06,Duo de poisson sauce citron,fruit,True
2019-11-08,Salade douceur aux noix,fruit,True
2019-11-18,Terrine de tomate et  basilic,fruit,True
2019-11-18,Pomme bio°,fruit,True
2019-11-27,Pamplemousse,fruit,True
2019-12-19,Banane,fruit,True
2011-01-10,et abricots secs,fruit,True
2011-01-12,Marmelade de pommes,fruit,True
2011-02-10,Pomme noisettes,fruit,True
2011-03-04,Banane,fruit,True
2011-03-22,salade pomme de terre,fruit,True
2011-04-14,Kiwi,fruit,True
2011-04-20,Fromage blanc / fraises,fruit,True
2011-05-06,Fraises au sucre,fruit,True
2011-05-16,Poisson pané/citron,fruit,True
2011-05-19,Banane,fruit,True
2011-05-25,Haricots blancs tomate,fruit,True
2011-06-20,dattes,fruit,True
2011-06-29,courgette à la  tomate,fruit,True
2011-07-04,Pastèque,fruit,True
2011-07-08,pomme vapeur,fruit,True
2011-07-19,"Salade de blé bio (Blé, tomate, concombres)",fruit,True
2011-07-21,Tarte aux pommes,fruit,True
2011-07-27,"salade de lentilles (lentilles, tomate, maïs)",fruit,True
2011-07-28,Pastèque,fruit,True
2011-08-05,pomme vapeur,fruit,True
2011-08-05,Compote,fruit,True
2011-08-11,Nectarine,fruit,True
2011-08-17,Melon,fruit,True
2011-09-19,Fromage blanc / abricots secs,fruit,True
2011-10-14,Kiwi,fruit,True
2011-10-28,Kiwi,fruit,True
2011-10-31,des de tomates et concombre,fruit,True
2011-11-08,Poire,fruit,True
2011-11-14,Pamplemousse,fruit,True
2011-11-15,abricots secs ou dattes,fruit,True
2011-11-21,Pomme,fruit,True
2011-11-23,Cocktail de fruits,fruit,True
2011-11-25,Clémentines,fruit,True
2011-12-06,Poire,fruit,True
2012-01-19,Kiwi,fruit,True
2012-02-03,Clémentines,fruit,True
2012-03-01,Fromage blanc / fruits rouges cuisinés,fruit,True
2012-03-09,Courgettes à la tomate,fruit,True
2012-03-20,Ananas,fruit,True
2012-04-06,"Riz, maïs tomate( mélange maison",fruit,True
2012-05-04,Salade de pâtes aux tomates confites,fruit,True
2012-05-09,Kiwi,fruit,True
2012-05-10,"Salade au quinoa (quinoa, tomate, concombres)",fruit,True
2012-05-25,Pommes rissolées,fruit,True
2012-05-25,Fraises au sucre,fruit,True
2012-06-19,Pêche,fruit,True
2012-06-20,salade de tomates,fruit,True
2012-06-22,cerise,fruit,True
2012-07-10,"Salade de riz (Riz, tomates, maïs)",fruit,True
2012-07-13,Pommes sautées,fruit,True
2012-07-17,Nectarine,fruit,True
2012-07-20,pêche blanche,fruit,True
2012-07-27,salade de tomates,fruit,True
2012-07-31,abricots secs,fruit,True
2012-08-07,"Salade de riz (Riz, tomates, maïs)",fruit,True
2012-08-08,Pastèque,fruit,True
2012-08-14,"Salade de blé bio (Blé, tomate, concombres)",fruit,True
2012-09-07,Melon,fruit,True
2012-10-23,Compte po/framboise,fruit,True
2012-10-24,pomme,fruit,True
2012-10-26,"salade de pommes de terre (Pommes de terre, tomate, thon)",fruit,True
2012-11-16,Tarte aux pommes,fruit,True
2012-11-28,Pommes noisettes,fruit,True
2012-12-17,Fromage blanc / Dattes,fruit,True
2013-01-04,Orange,fruit,True
2013-01-11,pomme vapeur,fruit,True
2013-09-04,Boulettes de bœuf sauce tomate,fruit,True
2013-09-09,"Blé , tomate,concombre",fruit,True
2013-10-10,Poire,fruit,True
2013-10-18,Kiwi,fruit,True
2013-11-27,Pomme,fruit,True
2013-12-03,Pommes noisettes,fruit,True
2013-12-03,Clémentines,fruit,True
2013-12-11,Salade de pâtes aux tomates confites,fruit,True
2013-12-30,Demi-pamplemousse,fruit,True
2014-01-07,Demi-pamplemousse,fruit,True
2014-01-13,Kiwi bio,fruit,True
2014-01-15,"Salade de blé bio
(Blé bio, tomates, concombres)",fruit,True
2014-02-10,et fruits de mer,fruit,True
2014-02-10,Clémentines,fruit,True
2014-03-12,Compote pomme framboise,fruit,True
2014-03-18,BananeX6,fruit,True
2014-04-15,Ananas,fruit,True
2014-04-30,"Salade de pommes de terre (Pomes de terre, tomate, œuf)",fruit,True
2014-04-30,Fraises,fruit,True
2014-05-06,Ananas,fruit,True
2014-05-20,Fraises au sucre,fruit,True
2014-06-11,Pommes noisette,fruit,True
2014-06-24,nectarine,fruit,True
2014-07-01,Pommes vapeur,fruit,True
2014-07-08,Cerises,fruit,True
2014-07-22,Pêche,fruit,True
2014-08-01,Prunes,fruit,True
2014-09-03,Prune reine-Claude,fruit,True
2014-09-04,Pastèque,fruit,True
2014-09-08,Melon,fruit,True
2014-09-10,sauté de canard orange,fruit,True
2014-09-11,Ananas,fruit,True
2014-09-18,Banane,fruit,True
2014-09-22,Prunes reine-claude,fruit,True
2014-09-26,Galette tomate/basilic sauce tomate,fruit,True
2014-09-29,Tarte grillée aux pommes,fruit,True
2014-10-08,Kiwi,fruit,True
2014-10-09,Tarte au citron,fruit,True
2014-11-03,Beignets aux pommes,fruit,True
2014-11-14,Pomme bio,fruit,True
2014-12-01,Clémentines,fruit,True
2014-12-05,Galettes tomates / basilic,fruit,True
2014-12-16,Poire,fruit,True
2014-12-24,pomme de terre smile,fruit,True
2015-01-08,Banane,fruit,True
2015-01-12,Pomme bio,fruit,True
2015-02-17,Orange,fruit,True
2015-02-20,Galette de soja tomate/basilic,fruit,True
2015-02-24,Salade de pâtes aux tomates confites,fruit,True
2015-03-02,Fromage blanc / fruits rouges,fruit,True
2015-03-03,Pommes noisettes,fruit,True
2015-04-23,Kiwi Bio,fruit,True
2015-05-21,Fromage blanc/Fraises,fruit,True
2015-06-04,Pastèque,fruit,True
2015-06-11,Tarte grillée aux pommes,fruit,True
2015-06-17,Fruit de saison,fruit,True
2015-07-15,Compote,fruit,True
2015-07-22,Courgettes à la tomate,fruit,True
2015-08-24,Melon,fruit,True
2015-08-25,Salade de tomates,fruit,True
2015-08-31,Roulade de dinde aux olives,fruit,True
2015-09-25,fruit de saison,fruit,True
2015-10-16,poire,fruit,True
2015-10-26,Filets de sardines/citron,fruit,True
2015-11-04,CCAS : prévoir tomate,fruit,True
2015-11-13,Steak de soja+sauce tomate,fruit,True
2015-11-16,Potage tomate/vermicelle,fruit,True
2015-11-25,Rillettes de thon/citron,fruit,True
2015-11-30,Pomme bio,fruit,True
2015-12-04,Banane,fruit,True
2015-12-22,Flan de poireaux,fruit,True
2016-01-13,Mâche aux noix,fruit,True
2016-01-25,Purée de pommes de terre,fruit,True
2016-01-26,Compote,fruit,True
2016-02-26,Pomme bio,fruit,True
2016-04-04,Maxi gervais fraise,fruit,True
2016-04-11,Ananas,fruit,True
2016-04-28,Compote,fruit,True
2016-05-02,Salade de fruits frais,fruit,True
2016-05-04,Banane,fruit,True
2016-05-09,Abricots secs,fruit,True
2016-05-12,Compote 5/1,fruit,True
2016-05-18,Melon,fruit,True
2016-05-27,Fraises au sucre,fruit,True
2016-06-02,Tarte au citron,fruit,True
2016-06-14,Yaourt bio / coulis  fraises,fruit,True
2016-06-28,Compote,fruit,True
2016-07-22,Galette tomate/basilic,fruit,True
2016-08-11,Courgettes à la tomate,fruit,True
2016-09-12,Melon,fruit,True
2016-09-16,tarte pomme speculoos,fruit,True
2016-09-26,Demi-pamplemousse,fruit,True
2016-09-27,Banane,fruit,True
2016-09-29,Salade de tomates au surimi,fruit,True
2016-09-30,Pomme bio°,fruit,True
2016-11-04,Courgettes à la tomate,fruit,True
2016-11-04,tarte pomme speculoos,fruit,True
2016-11-07,Potage tomate/vermicelle,fruit,True
2016-11-22,"Salade de lentilles bio (lentilles bio, concombres, tomates)",fruit,True
2016-11-24,Pommes noisettes,fruit,True
2016-12-13,Pomme bio°,fruit,True
2016-12-19,Yaourt aux fruits mixés,fruit,True
2016-12-22,Jus d' oranges,fruit,True
2016-12-30,Rillettes de thon et citron,fruit,True
2016-12-30,Kiwi bio°,fruit,True
2017-02-15,Marmelade de pommes,fruit,True
2017-03-03,Pomme bio°,fruit,True
2017-03-06,Clafoutis poireaux et carottes,fruit,True
2017-03-13,Yaourt fermier bio°° / Abricots secs,fruit,True
2017-03-16,Orange,fruit,True
2017-04-18,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2017-04-26,Tarte aux pommes,fruit,True
2017-05-02,Fromage blanc / Coulis de fruits rouges,fruit,True
2017-05-04,Compote de pommes / biscuit,fruit,True
2017-05-05,Yaourt aux fruits mixés,fruit,True
2017-05-17,Banane,fruit,True
2017-06-15,Pommes rissolées,fruit,True
2017-07-13,dessert végétal à la fraise,fruit,True
2017-07-25,Sauté de boeuf* à l'orange,fruit,True
2017-07-28,Tortilla aux pommes de terre,fruit,True
2017-08-31,Compote,fruit,True
2017-09-11,Marmelade de pommes,fruit,True
2017-10-24,Clémentines,fruit,True
2017-10-30,Rillettes de thon avec citrons et salade,fruit,True
2017-11-02,Pamplemousse,fruit,True
2017-11-22,Pamplemousse,fruit,True
2017-12-04,Demi-pamplemousse,fruit,True
2017-12-06,Ananas,fruit,True
2017-12-11,Marmelade de pommes,fruit,True
2017-12-27,Banane,fruit,True
2017-12-28,Pommes Duchesse,fruit,True
2018-01-16,Yaourt aux fruits mixés,fruit,True
2018-01-17,Orange,fruit,True
2018-03-19,Ananas,fruit,True
2018-03-26,Pomme bio°,fruit,True
2018-03-30,Tortilla aux pommes de terre,fruit,True
2018-03-30,Courgettes à la tomate,fruit,True
2018-04-10,Crêpe tomate / mozzarella bio,fruit,True
2018-04-20,Pommes rissolées,fruit,True
2018-05-14,Fromage blanc / Coulis de fruits rouges,fruit,True
2018-05-25,Pomme de terre vapeur,fruit,True
2018-05-25,Fraises,fruit,True
2018-05-28,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2018-05-30,Banane,fruit,True
2018-06-13,Sauté de dinde fermière sauce bigarade,fruit,True
2018-06-18,Abricots,fruit,True
2018-06-19,Pommes rissolées,fruit,True
2018-06-25,Pastèque,fruit,True
2018-06-27,Semoule bio aux raisons et amandes,fruit,True
2018-06-29,Nectarine,fruit,True
2018-07-09,Fromage blanc /Coulis de fruits rouges,fruit,True
2018-07-10,Tomates cerise,fruit,True
2018-07-13,Cerises,fruit,True
2018-07-27,Tarte au citron,fruit,True
2018-07-30,Rillettes de thon et citron,fruit,True
2018-07-31,Banane,fruit,True
2018-08-27,Melon,fruit,True
2018-09-14,Poire,fruit,True
2018-09-18,Tomates cerises,fruit,True
2018-09-19,Yaourt aux fruits mixés,fruit,True
2018-10-04,Poire,fruit,True
2018-10-29,Clémentines,fruit,True
2018-11-07,Orange,fruit,True
2018-11-12,Rillettes de thon et citron,fruit,True
2018-11-16,Galette de soja  tomate / basilic et sa sauce tomate,fruit,True
2018-11-28,Pommes noisettes,fruit,True
2018-12-11,Demi-pamplemousse,fruit,True
2018-12-20,"Pommes de terre ""sourire""",fruit,True
2018-12-21,Yaourt aux fruits mixés,fruit,True
2018-12-26,Pomme,fruit,True
2018-12-27,Pommes Duchesse,fruit,True
2018-12-31,Fruit de saison,fruit,True
2019-01-07,"Fromage blanc, mangue séchée bio",fruit,True
2019-01-17,Marmelade de pommes,fruit,True
2019-01-25,Riz et sauce tomate,fruit,True
2019-02-06,Pommes noisettes,fruit,True
2019-02-08,Banane,fruit,True
2019-02-18,Boulettes de boeuf sauce tomate,fruit,True
2019-02-19,Pamplemousse,fruit,True
2019-02-26,Poire,fruit,True
2019-02-28,Banane,fruit,True
2019-03-14,Yaourt aux fruits mixés,fruit,True
2019-03-26,"Pommes de terre ""sourire""",fruit,True
2019-04-17,Orange,fruit,True
2019-04-18,Tarte au citron,fruit,True
2019-05-03,Tarte aux pommes,fruit,True
2019-05-16,Banane,fruit,True
2019-05-24,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2019-06-12,Pastèque,fruit,True
2019-06-21,Pommes rissolées,fruit,True
2019-07-08,Pastèque,fruit,True
2019-07-09,Falafels bio aux pois chiches et patate douce sauce tomate,fruit,True
2019-07-09,sauce tomate,fruit,True
2019-07-11,Fruit de saison,fruit,True
2019-07-26,Fruit de saison,fruit,True
2019-08-06,Falafels bio aux pois chiches et patate douce sauce tomate,fruit,True
2019-08-06,sauce tomate,fruit,True
2019-08-29,Tarte aux pommes,fruit,True
2019-08-30,Crêpe tomate / mozzarella bio,fruit,True
2019-08-30,Fruit de saison,fruit,True
2019-09-04,Yaourt aux fruits mixés,fruit,True
2019-09-05,Prunes Reine-Claude,fruit,True
2019-09-12,Tortilla aux pommes de terre,fruit,True
2019-09-12,Banane,fruit,True
2019-10-03,Raisin,fruit,True
2019-10-11,Banane,fruit,True
2019-10-24,Pomme bio°,fruit,True
2019-11-12,Yaourt au citron BBC°,fruit,True
2019-11-13,Orange,fruit,True
2019-12-03,Poireaux À la crème,fruit,True
2019-12-17,Clémentines,fruit,True
2019-12-31,Jus d' oranges,fruit,True
2020-01-02,Banane,fruit,True
2020-01-03,Tarte au citron,fruit,True
2020-01-08,Tarte grillées aux cerises,fruit,True
2011-01-24,Courgettes à la tomate,fruit,True
2011-01-24,Ananas,fruit,True
2011-02-01,Clémentines,fruit,True
2011-02-03,salade de fruit exotique,fruit,True
2011-02-11,Mirabelles au sirop,fruit,True
2011-02-21,Endives aux pommes,fruit,True
2011-03-08,Pomme,fruit,True
2011-03-22,Kiwi,fruit,True
2011-03-23,Grillé aux cerises,fruit,True
2011-04-11,compote,fruit,True
2011-05-09,Melon,fruit,True
2011-05-16,"Salade de pommes de terre (PdT, tomates des , œuf)",fruit,True
2011-05-24,Kiwi,fruit,True
2011-05-27,Pommes rissolées,fruit,True
2011-06-01,fraises,fruit,True
2011-06-06,melon,fruit,True
2011-06-06,Grillé aux abricots,fruit,True
2011-06-14,salade de fruits,fruit,True
2011-06-23,abricots,fruit,True
2011-06-24,cerise,fruit,True
2011-07-27,Banane,fruit,True
2011-07-29,Salade de tomates,fruit,True
2011-08-12,Courgettes à la tomate,fruit,True
2011-08-26,nectarine,fruit,True
2011-09-02,Salade de tomates,fruit,True
2011-09-12,"salade de lentilles bio?? (lentilles, tomates, maïs)",fruit,True
2011-09-15,Pastèque,fruit,True
2011-09-19,ananas,fruit,True
2011-09-30,poisson pané/citron,fruit,True
2011-10-06,"mais ( tomates, concombres)",fruit,True
2011-10-10,pomme,fruit,True
2011-10-20,Poire,fruit,True
2011-10-31,pomme,fruit,True
2011-11-04,courgette à la tomate,fruit,True
2011-11-25,Potage tomate vermicelle,fruit,True
2011-12-09,salade de pâtes aux tomates confites,fruit,True
2011-12-19,Pomme,fruit,True
2012-01-02,Pomme,fruit,True
2012-01-09,Compote pomme - framboise,fruit,True
2012-01-13,citron/tomate,fruit,True
2012-01-16,Fromage blanc / abricots secs,fruit,True
2012-02-01,ananas,fruit,True
2012-02-08,Clémentines,fruit,True
2012-02-13,pomme vapeur,fruit,True
2012-02-16,Courgettes à la tomate,fruit,True
2012-03-12,Abricots sec,fruit,True
2012-04-04,Orange,fruit,True
2012-04-05,Ananas,fruit,True
2012-04-18,fraises,fruit,True
2012-04-20,Pomme,fruit,True
2012-05-04,Fraises,fruit,True
2012-05-07,Melon,fruit,True
2012-05-30,fraises,fruit,True
2012-06-07,cerise,fruit,True
2012-06-08,salade ble tomate maïs,fruit,True
2012-06-08,Fraises,fruit,True
2012-06-15,beignet pomme,fruit,True
2012-06-28,Pastèque,fruit,True
2012-06-29,Salade de pâtes aux tomates confites,fruit,True
2012-07-11,Pastèque,fruit,True
2012-07-31,"Salade de lentilles (Lentilles, tomates, maïs)",fruit,True
2012-08-24,Clafoutis de poireaux,fruit,True
2012-09-19,Raisin,fruit,True
2012-09-25,Pommes noisette,fruit,True
2012-09-27,banane,fruit,True
2012-09-28,Poire,fruit,True
2012-10-04,demi-pamplemousse,fruit,True
2012-10-10,Tarte aux pommes,fruit,True
2012-10-17,citron,fruit,True
2012-10-26,poire,fruit,True
2012-11-09,"Salade de lentilles bio (lentilles, tomate, maïs)",fruit,True
2012-11-15,Potage tomate/vermicelle,fruit,True
2012-11-20,Clémentines,fruit,True
2012-11-21,Kiwi bio,fruit,True
2012-11-30,Rizotto à la tomate,fruit,True
2012-12-03,demi-pamplemousse,fruit,True
2012-12-07,Clémentines,fruit,True
2013-09-20,Pommes vapeur,fruit,True
2013-09-30,Pomme,fruit,True
2013-10-08,Compote pomme,fruit,True
2013-11-04,Marmelade de pommes,fruit,True
2013-11-18,rôti de dinde aux raisins,fruit,True
2013-12-06,Kiwi,fruit,True
2013-12-09,potage tomate/vermicelles,fruit,True
2013-12-12,Ananas,fruit,True
2013-12-19,sauce aux marrons,fruit,True
2013-12-23,Pomme,fruit,True
2014-01-30,Marmelade de pommes bio,fruit,True
2014-02-10,tomate,fruit,True
2014-02-13,Demi-pamplemousse,fruit,True
2014-02-25,abricots secs,fruit,True
2014-03-26,"Salade carnaval (maïs, tomate, concombres)",fruit,True
2014-04-07,Kiwi,fruit,True
2014-05-13,Kiwi,fruit,True
2014-05-14,tarte citron,fruit,True
2014-05-23,Pommes rissolées,fruit,True
2014-06-04,Banane,fruit,True
2014-06-12,Pastèque,fruit,True
2014-06-13,Salade de tomates,fruit,True
2014-06-20,steak de soja tomate et basilic,fruit,True
2014-07-01,sauté de canard à l'orange,fruit,True
2014-08-13,Purée de pomme de terre,fruit,True
2014-08-14,Tarte grillée aux pommes,fruit,True
2014-08-22,Banane,fruit,True
2014-08-28,citron,fruit,True
2014-09-12,"salade carnaval (Maïs, tomate, concombres)",fruit,True
2014-09-23,Poire,fruit,True
2014-10-28,Ananas,fruit,True
2014-11-07,pommes de terre rissolées agro,fruit,True
2014-11-13,Sauté de veau à l'orange,fruit,True
2014-11-26,buguy au fruits 125 gr,fruit,True
2014-12-15,Demi-pomelos,fruit,True
2014-12-18,coulis de mangue,fruit,True
2014-12-19,Kiwi,fruit,True
2014-12-24,"endive, pomme, surimi",fruit,True
2014-12-31,Kiwi bio,fruit,True
